Comment,Rating
"Sản phẩm rất ok pin dùg tốt khoảg 2ngay giá tốt
Và rất hợp với giá tiền rất ưng ý với sp


",5/5
Đã mua và bị lỗi thế giới di động mang đi bảo hành chứ không đổi trả. Gặp anh quản lý nói chiếc này không nghe gọi được :)) xứng đáng anh cả của thế giới di động ,1/5
"Chào quý khách, Thế giới di động sđã ghi nhận và chuyển bộ phận liên quan hỗ trợ quý khách. Cảm ơn quý khách.",0/5
"Chào Quý khách, Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách. Xin cảm ơn",0/5
cho em hỏi là máy anh bị lỗi những gì ạ ?? ,0/5
"Mình mua máy ngày 30/01/2020, cảm nhận sau 1 tuần sử dụng của mình như sau:
- Tấm nền IPS hiển thị tốt, màn hình 15.6 xem phim và hình ảnh cảm giác rất thích. 
- Do có ổ cứng SSD 512GB nên máy khởi động rất nhanh, dao động từ 3-7s. Mình mở Photoshop CS6 chỉ khoảng 3-4s, máy chạy nhanh. Mình chủ yếu dùng PS để vẽ, được trang bị card rời NVIDIA GeForce MX250 2GB nên trải nghiệm vẽ mượt, không giật lag hay mất nét.
- Pin máy cũng khá ổn, mình dùng Photoshop và nghe nhạc tầm 1 tiếng 50 phút thì máy còn 33%
- Loa nghe nhạc to và hay, tuy nhiên khi nghe ở độ lớn 80% thì phần loa bên trái có tiếng rè rè nhẹ. Ban đầu mình nghĩ máy bị lỗi, nhưng xem kĩ thì hình như do quạt tản nhiệt nằm bên trái gần phần loa nên mới nghe rè. Mình mở âm lượng ở mức 50-60% thì không rè rõ nữa. Loa phía bên phải thì vẫn trong trẻo.
- Các máy chạy HĐH Window 10 hình như đều bị nhòe chữ ở phần giữa màn hình í, nếu chỉnh mức hiển thị 100% thì không nhòe nữa nhưng chữ nhỏ khó nhìn. Còn để mặc định ở 125% thì sẽ bị nhòe như cũ.
- Có 1 bất tiện đó là dây sạc của máy là ổ cắm 3 chui :'(((( 
Đây là cảm nhận 7 ngày sử dụng, còn lâu dài có tốt hay không mình sẽ từ từ cảm nhận. 
",5/5
Sau 1 thời gian trải nghiệm bạn thấy sao ạ ? Quạt có ồn và loa có ổn không ạ.,0/5
"Mình dùng gần 4 tháng thì máy ổn lắm nha. Mượt mà, hiệu năng tốt. Tuy nhiên máy khi mới khởi động vài phút chạm ở mặt lưng của máy thì nó nóng lắm (Tuy nhiên không ảnh hưởng gì nhiều đến quá trình sử dụng của mình).  Ngày hôm kia mình mới update window thì quạt nó kêu to dã man, ban đầu bị hú hồn : )))))  update xong thì máy không có vấn đề gì, quạt cũng không kêu to (có thể do lúc update dùng hiệu năng cao nên quạt đu theo) Loa của máy thì rút kinh nghiệm từ đợt test nên mình không mở bh giờ chỉnh ở mức 80% trở lên á (có thì rất ít), loa không bị rè đâu bạn yên tâm. ",0/5
"Bước đầu thấy ưng. Nếu chỉ dùng văn phòng là ổn. Máy đẹp , gọn nhẹ, giá hợp với sản phẩm.",4/5
Máy dùng rất tốt nhiệt độ tỏa ra ngoài k cao như mình tưởng nhưng hành trình các phím ở mức tạm vì đây là dòng máy giá rẻ máy này có nhược điểm là 2 phím mũi tên lên xuống khá gần nhau nên bấm rất dễ nhầm đây là 1 nhược điểm HP cần phải khắc phục ưu điểm của máy này là màn hình nhỏ gọn 14 inch dễ dàng di chuyển mình đã mang máy đi rất nhiều nơi và mình cảm thấy máy rất gọn nhẹ pin máy dùng rất ổn theo mình cảm nhận máy dùng bình thường khoảng 2-4 h đồng hồ máy nóng nhất là ở khe tản nhiệt và phần loa thì cũng khá nóng màn hình full HD dùng rất tốt màu sắc tái tạo rất tươi CPU I3 8130U cho trải nghiệm dùng rất tốt chạy các phần mềm film ở mức cơ bản khá giật lag nên máy này chỉ thích hợp để làm văn phòng và photoshop ở mức cơ bản về phần loa là mình thấy tệ nhất bởi vì loa chỉ có 10W nên chất lượng không được tốt lắm ở nhà thì loa dùng rất ổn âm thanh trong không bị rè tái tạo âm thanh ở mức ổn pin sạc khoảng 2-3 h là sẽ đầy đó là quan điểm của mình các bạn có thể cân nhắc trước khi mua để có thể chọn được máy có cấu hình tuyêt vời hơn ,4/5
"Phần mềm phim là bạn tạo dựng,chỉnh sửa video,hay là xem phim ",0/5
"Mình test video 4k quá mượt luôn các bạn ạ 😃
 Mẫu này màn hình đẹp, cấu hình cao mà giá sinh viên nữa ạ 😃",5/5
"sản phẩm rất tốt , cấu hình mạnh trong tầm giá , nhân viên tư vấn rất nhiệt tình",5/5
Mới lấy tại đmx .máy mượt mà .ổn định.mình ko biết cách cài vân tay .nhân viên hướng dẫn mình cái,5/5
"Cho e hỏi pin nó tầm bao lâu ạ, có nóng máy ko ạ??",0/5
Cho e hỏi pin tầm bao lâu ạ??,0/5
"Máy mình đã mua ngày hôm nay nữa là tròn 7 ngày, cảm nhận đầu tiên:
1. Ngoại hình:
Mỏng, nhỏ, nhẹ, sang trọng.
2. Cấu hình:
👉 Ưu điểm:
👍 HP 348 G7 i5 được trang bị chip Intel Core i5 thế hệ 10 dựa trên nền tảng công nghệ 14 nm và là dòng chip U nên rất tiết kiệm năng lượng, pin sạc đầy 100% để xem youtube độ sáng 70%, âm lượng 50%, độ phân giải Full HD liên tục trong 5 giờ đồng hồ thì pin còn 5%.
👍 Được trang bị màn hình Full HD và công nghệ chống lóa nên hiển thị rõ nét, góc nhìn cực rộng.
👍 Máy được cài sẵn RAM 8GB vì thế nên chạy tác vụ nhẹ nhàng như soạn thảo văn bản, bảng tính...v.v... hoặc thậm chí là chạy mô phỏng trên Matlab trơn tru.
👍 Ổ cứng trong có sẵn SSD 512GB vì thế bạn tha hồ lưu trữ dữ liệu mà không lo thiếu bộ nhớ. Vì cũng lý do máy được trang bị ổ SSD nên việc bật máy hay mở ứng dụng chỉ mất vài giây.
👍 Bàn phí gõ trơn tru, hành trình phím rộng, độ nảy tốt vì vậy bạn thoải mái gõ lâu mà không lo mỏi tay, gõ sai.
👍 Trong quá trình sử dụng máy có phả nhiệt ra đằng sau, quạt chạy êm, không tạo ra tiếng động quá lớn.
👉 Nhược điểm:
👎 Khi máy hoạt động bạn sẽ có cảm giác máy chạy rất mát, quạt chạy rất êm, tuy nhiên khi sử dụng Core Temp để kiểm tra thì nhiệt độ của CPU có thể lên đến hơn 90°C dù bạn chỉ xem youtube.
👎 Màn hình góc rộng, hiển thị rõ nét, tuy nhiên độ sai màu rất lớn, màn hình hơi bị ám vàng, máy không thích hợp cho những bạn học đồ họa.
👎 Loa tích hợp trong máy tạo ra âm thanh rất trong, nếu so với các vi tính khác cùng phân khúc thì HP 348 G7 i5 có chất loa to nhất, tiếng bass ấm nhất, tuy nhiên hình như sản phẩm này không được trang bị loa kép, khi mở bất kỳ bản nhạc stereo nào cũng chỉ được thưởng thức âm thanh mono mà thôi.
👎 Các cổng kết nối USB rất chắc chắn, chắc đến mức không cần thiết, khi bạn rút USB ra hoặc rút đầu chuột ra cảm giác nó bị hàn vào máy, bạn phải dùng 2 tay để kéo USB đồng thời dùng 2 chân để giữ máy.
3. Kết luận:
Với những bạn nào chỉ mua máy vì lập trình, chạy giả lập trong quá trình lập trình, lâu lâu làm đồ họa 2D, 3D nhẹ, xem phim, lướt web, sử dụng tác vụ văn phòng thì nên mua, nhất là đối với các bạn sinh viên. Dân đồ họa chuyên nghiệp thì không nên mua vì bản thân sản phẩm này không có Card đồ họa rời, màn hình hiển thi hơi bị ám vàng.
Nhược điểm lớn nhất của máy là tản nhiệt kém, bạn đừng nghĩ quạt chạy êm, bàn phím không nóng là máy mát, thật ra ruột, tim, gan, thận, não của nó nóng muốn chảy cả mỡ ra rồi. Máy này thật sự tản nhiệt kém hơn cả chiếc Acer đời 2015 của mình.",5/5
anh ơi anh cho em hỏi cái này được kg,0/5
Pin dùng lâu. Nhẹ. Cấu hình dư sức cho dân văn phòng và chơi game. Đa nhiệm rất tốt. Thao tác toudpad dể dàng,5/5
Mua cái này mà ông nói nó phù hợp chơi game ạ ông này luôn,0/5
"Máy chạy mạnh chơi lmht khỏi chê, thiết kế đẹp, gọn nhẹ. pin dùng cả ngày không hết",5/5
Macbook air chơi lmht🧐,0/5
chơi v máy có bị lag hog,0/5
"Thiết kế gọn đẹp và sang trọng , pin dùng rất là lâu và tiện lợi khi di chuyển , thêm cùng với thương hiệu làm em rất hài lòng về sản phẩm , giá thành bỏ ra quá xứng đáng luôn ạ ",5/5
"Sản phẩm rất tốt, xứng đáng đồng tiền bát gạo bỏ ra. Thương hiệu Apple sài rất sang chảnh, bảo hành toàn cầu.
Điện máy xanh hàng hoá chính hãng, chất lượng. Nhân viên lịch sự, nhiệt tình và dễ thương.",5/5
"Mình mới mua được vài bữa,một ngày máy nó kêu cập nhật hệ thống 5_6 lần,rồi còn Lenovo thời tiết nữa,",4/5
"Mua giá rẻ nên chất lượng bằng tiền nhưng ngoài chất lượng màn hình ra thì mọi thứ đều ổn ,mình khá hài lòng ,  cho shop 5 sao ",5/5
"Màng hình và các icon khá xấu, chạy android go nên nó chậm chậm rề rề, sài cũng tạm",4/5
Giá rẻ nên màn hình hơi tệ. Còn lại thì ổn với giá tầm này thì coi youtube và chơi taking my angela là ổn😊😊😊,5/5
Máy mua về chơi khá tốt game AOG lâu lâu giật lag tý  và 1 vài game khác lướt web và facebook ổn có điều chỉ xem được youtube ở mức chất lượng 480,5/5
Buồn thế,0/5
"Máy giá rẻ chạy Android go mượt mà, mua về xem phim Facebook duyệt web khá ổn, nhân viên Điện Máy Xanh Núi Đèo Thủy Nguyên nhiệt tình",5/5
"Đang vào xem điện thoại, thì nhớ ra tiện vào xem con lenovo mình mua giờ bao xèng, trước hơn 11 củ, giờ còn hơn 9 củ , mua cũng được mấy tháng rồi nên cho nhận xét như sau :

- Sinh viên nên dùng máy này nếu ko chơi game, chơi game thì hại máy lắm , mau nóng, mong hết pin
- Cái di chuột máy ngón tay ý, gọi là track pad thì phải, cái này ko nhạy lắm, nhưng mà mình toàn dùng chuột nên cũng ko để ý lắm
- Màn hình thì phải nhìn đúng góc, lệch 1 tý thì nhìn xấu luôn , đen ngòm
- Mở máy , tắt máy vô cùng nhanh, chắc chưa đến 10 giây, nói chung chớp mắt 1 cái là đã thấy mở máy hoặc tắt máy rồi
- À còn 1 vấn đề về wifi nữa, mình cũng ko hiểu vì sao, hình như máy này hơi có vấn đề về bắt wifi, dùng 10 lần thì có 1 lần ko bắt đc wifi của nhà, lại phải bắt trộm wifi của hàng xóm , nói chung vẫn dùng được và vì lười nên ko mang ra thế giới di động nhờ xem lại phần mềm

Tổng kết lại : 
- Máy dùng rất tốt , giá lại khá rẻ, phù hợp cho sinh viên học tập , nhân viên nghèo làm việc như mình
- Ko phù hợp với người mua về để chơi game
- Chỉ có 1 số khuyết điểm về :
    .  màn hình phải nhìn đúng góc
    .  track pad ko nhạy ( mình toàn dùng chuột ngoài nên ko vấn đề ), 
    .  pin yếu ( mình toàn cắm sạc mọi lúc nên cũng ko vấn đề ) 
     . Wifi ko nhạy, nói chung ko giải thích nổi, phải dùng mới hiểu, bắt thì vấn bắt được, nhưng thi thoảng bị out ra, tỷ lệ khoảng 2% , rất ít

Nếu cho chọn lại thì mình vẫn mua vì chíp mới, máy nhanh, giá rẻ lại còn trả góp. Phù hợp với mình.
",4/5
"máy sài tốt ok thích hợp cho hs, nv nhưng pin hơi nhanh hết với lâu lâu phím ko bấm đc",4/5
"Mới xài máy được khoảng 2 ngày thấy rất ổn, máy chạy ổn định khi sử dụng các tác vụ thông thường, khởi động nhanh do xài ổ cứng SSD, khá ổn cho công việc văn phòng không sử dụng nhiều phần mềm nặng",5/5
"Mình mới dùng máy được 1 ,2 ngày thấy ổn .Vì có ổ cứng ssd nên máy chạy rất mượt, thích hợp dùng cho dân văn phòng,mở được nhiều tab ,lắp thêm ổ cứng hdd nữa là được. pin thì mình dùng vừa đủ ánh sáng dùng được 3-3.5h",5/5
Sản phẩm dùng tốt. Đeo lên tay vừa êm ko bị cấn Nhưng sao bộ nhớ 8g sao trên đồng hồ báo dung lượng 4g nhỉ.,4/5
"dùng trải nghiệm cũng thấy ok. pin khỏe 3 ngày không cần sạc, giá cũng hợp lý. nói chung là tốt.",4/5
Sài dể bị lổi. Bảo hành thì cả tháng. Mak không biết sài đc bao lâu lại bị. Chất lượng bảo hành thì quá kém. ,1/5
Càng dùng mình càng thích í : ))) Quyết định mua em nó là điều đúng đắn của mình.,0/5
Hồi bạn mua là giá bao nhiêu vậy?,0/5
"Sau 1 tuần sử dụng: Máy khởi động và tắt rất nhanh chỉ tầm 3-5s. Mở các ứng dụng cũng rất mượt mà. RAM lớn, chip thế hệ 10th mới nhất, SSD nhanh nên chưa bao giờ thấy hiện tượng đứng máy dù lúc đầu hơi chậm do máy update Windows 10 nhưng sau 2-3 ngày thì rất ổn định. Nói chung là hoàn hảo trong tầm giá! ",5/5
"Sản phẩm ok, bạn nào đang học online hoặc tin học cấp 2,3 mà mua máy này rất ok !",5/5
"Tại sao máy vào fb,Youtube bình thường nhưng truy cập các trang như garena thì lại báo lỗi như này ạ",5/5
"máy tốt mỏng nhẹ xài ổn trong tầm giá nhân viên tư vấn nhiệt tình rất ưng máy không nóng lắm khi dùng

",5/5
"Mình mua máy cũng hơn 3 tháng, sử dụng máy rất ok, màn hình tốt, hoạt động mượt mà, loa và pin đều khá tốt, đặc biệt là kiểu dáng sang trọng, nó đáp ứng khá nhiều tác vụ cơ bản cho văn phòng và học tập. Cảm thấy mua được nó quả là đáng đồng tiền bát gạo !",5/5
"Ban đầu mình thấy máy rất ok, nhỏ gọn, đẹp, mượt, mạnh, nói chung rất là hài lòng. Nhưng khi mình phải down 1 số tài liệu thì một đống lỗi vặt xuất hiện, tuy là chỉnh lại được nhưng một lúc lại nữa, lỗi nhỏ nhưng rất phiền. Mình down xong thì bị cái lỗi khác, tuy QTV đã hướng dẫn và sửa được nhưng lúc khởi động lại bị nữa, lại phải sửa nữa. Bên cạnh đó thì pin sạc nhanh mà hết cũng nhanh nữa.",2/5
"Bề ngoài tuyệt vời vói thiết kế mỏng nhẹ, màu sắc ưa nhìn, pin trâu. Lướt web mượt mà",5/5
"Apple Macbook Air MQD32SA/A i5/8GB/128GB/13.3""/Silver Cả về Thiết kế và tính năng đều cực kì oke. Tôi cảm ơn ĐMX đã tư vấn cho tôi . nếu ko có các bạn tư vấn chắc tôi đã mua laptop dell . Hiện tại dùng sp này tôi cực kì hài lòng  ",5/5
Sản phẩm tuyệt vời. Sang trọng. Pin rất lâu. Nhanh mượt. Dùng cho mục đích văn phòng là hết sảy. ,5/5
"Mình đang quan tâm macbook nhưng xin hỏi một số phần mềm chuyên ngành thiết kế, vẽ bản đồ (AutoCad, MicroStaion..) có chạy được trên nền Mac OS ko???",0/5
"thiết kế nhỏ gọn, tinh tế sang trọng, cấu hình ok, chạy rất mượt và nhanh, cảm ứng nhạy. chưa bao giờ thất vọng về dòng này.",5/5
"Laptop Apple Macbook Air sử dụng rất mượt mà và nhanh. cảm ứng rất linh hoạt, dễ dàng lướt di chuyển qua từng tab khác nhau mà không cần xài tới chuột. MAcbook nhẹ nhỏ gon cầm rất sang trọng và dễ dàng đem đi di chuyển khắp mọi nơi. Cần xài thêm microsoft office để dễ dàng cho ai muốn sử dụng phần mềm văn phòng.",4/5
Máy có word không a,0/5
"Laptop Apple Macbook Air MQD32SA/A i5 1.8GHz (2017) sản phẩm tuyệt vời, rất nhanh và sử dụng rat tốt",5/5
Máy có 1.4 triệu mà bắt wifi còn tốt hơn máy tính bảng 3 triệu ! Tốt vượt cả mong đợi của khách hàng.....Cho 5 sao vì hàng giá rẻ chất lượng cao.,5/5
"Có ai bị loa nhỏ như mình ko, hu hu",0/5
"Mới mua cũng chưa dùng nhiều nhưng nói chung với mức giá thế này cũng không đòi hỏi cao. Cảm ứng hơi giật, màn hình cũng không đẹp lắm. Vỏ máy hơi bị vênh nhưng vì nhân viên bảo hầu như là bị như vậy nên bỏ qua.",3/5
"Tầm giá này thì với các tác vụ cơ bản như Youtube,Web thì tạm ổn,màn hình không được đẹp cho lắm và khi xem youtube thì hình đôi lúc không theo kịp với âm thanh.Tóm lại,với tầm giá này thì không đòi hỏi gì hơn,tiền nào của đấy thôi.",5/5
"máy phục vụ nhu cầu cơ bản như xem phim,lướt web tốt,phụ kiện lúc nhận máy đem về nhà thiếu củ sạc,chỉ có dây sạc.cáp otg và ốp lưng.Sáng nay ra nhờ hướng dẫn kỹ thuật nạy sim bị kẹt trong máy tính bảng mới mua và cài sin dùm luôn,nhưng chỉ nạy sim ra chứ không nhận hỗ trợ lắp sim,vì lý do đó mình chỉ cho 4 sao thôi",4/5
Mới lấy về được vài hôm.phần thiết kế đẹp.bắt sống wf mạnh.còn phần xem video kg được sắc nét cho làm.còn phần nv từ văn bản hàng rất nhiệt tình và thân thiện.tâm già mobell tab 8a.2.390.000d.sai ok.còn thời giăng thì tutu mới đánh giá sản phẩm tốt hay kg.chục tgdd ngay càg phát chuyện tốt có nhiều sản phẩm mới để mn cùng thăm khâm và chọn sản phẩm để mua.😊😊😊,5/5
"xót khi mua phải sản phẫm bị lỗi
xót khi phải gửi bảo hành kèm theo adapter của mình
buồn khi kĩ thuật báo là có thể do dùng adapter của ipad nên bị như thế

bất ngờ khi kiểm tra thì nhà sản xuất hướng dẫn là sạc bình thường,

tgdd nên nhắc các bạn kĩ thuật chịu khó tìm hiểu trước khi hướng dẫn KH
https://support.apple.com/en-us/HT202105",5/5
"Chất lượng tốt hình thức đẹp, mỗi tội mau hết pin với kết nối app nó bị lang quá",4/5
nhanh hết bin. dùng như kiểu đồ chơi trẻ con. nói tóm lại dùng đồng hồ truyền thống thấy thích hơn,1/5
"Ngày đầu tiên sử dụng cảm thấy máy không mượt lắm. Chạy còn lag cũng như đơ chuột. Về mặt âm thanh và hình ảnh cũng như là khởi động máy thì ok. Nhưng mà máy mới mua chạy không mượt thì khá thất vọng
",2/5
máy mình mua cũng được tầm 4 tháng máy chạy rất mượt. chất lượng hình ảnh và âm thanh cũng oki. có điều mình tiếc là không cài được ngôn ngữ tiếng việt cho máy này :((( ,5/5
"Sau hơn 2 tháng sử dụng thì mình cảm thấy:
Chip I thế hệ 10 sử dụng rất là thích, máy chạy rất mượt và ổn định, nhiệt độ không cao cho dù bạn chơi game bao lâu đi nửa, đây là điểm nổi bậc so với các thế hệ I trước đó. Ram DDR4 8GB nên tha hồ mà mở ứng dụng. 512GB ssd thì tha hồ lưu dử liệu. Dota 2 (acient 5 T.T) hay CSGO (mình là con gà) chỉnh ở cấu hình cao nhất chiến vẫn rất phê và mượt nhé. Còn về các ứng dụng văn phòng như word và excel… thì bao mượt luôn. Ps và Camtasia9 vẫn ok ở mức độ cơ bản nhé.
Mình có làm bài nhận xét về các lõi của máy mình gặp phải trên you tu be  các bạn có thể tham khảo thêm nhé. Tiêu đề là tên của laptop ah!",4/5
máy này chơi fo4 ổn không ạ,0/5
"Mua máy dc 4 ngày ở FPT, Máy rất mượt chạy rất êm, khởi động đếm 1 2 3 là xong. vào cóc cóc chưa đầy nửa giây. chơi game liên tục 3 4h cũng ko nóng máy. Tạm rất hài lòng! ",5/5
Dòng i7 cs3063 đúng ko b ,0/5
"đã rinh một em về hé. nhỏ gọn, máy siêu mượt, phù hợp cho mọi lứa tuổi. chính sách thì quá tốt",5/5
"Đã mua 1 máy và phải đem đi bảo hành, nhưng ko hết lỗi. Bạn mình mua cũng bị lỗi tương tự, ko cách nào sửa được",1/5
Bạn ơi bị lỗi như nào vậy. Mình cũng đang định mua. ,0/5
sao ko đem đổi,0/5
đổi tra trong vòng 1 tháng mà bạn.,0/5
"Laptop khá hợp túi tiền, thiết kế mỏng nhẹ và sang trọng, chắc chắn. Tuy nhiên pin máy và máy không xử lý nhanh như các dòng khác",4/5
"May khó xài, phân giải thấp, thiếu tính năng, ngoại hình đẹp, pin mau sụt, hay bị chớp màn hình",1/5
mua về chưa được 2 tháng mà bị pin ảo rồi ,0/5
Thay bin xong ngon,0/5
Máy  khá  là  ngon  chơi  lq  cũng  được  vô combat to thì  mới  bị  giật  lắc nhưng  vẫn  chơi  OK tầm  giá vậy  là ngọn rồi ,4/5
Bạn dug đến bây giờ còn mượt ko,0/5
"Sau một tháng sử dụng sp, mình đánh giá : pin rất trâu, wf bắt tốt. Chơi game pes , god of w hay need for Speed hơi lag nhưng vẫn chiến tốt. Điểm yếu là bộ nhớ ít.
",4/5
"Máy này ngon trong tầm giá, mấy chạy rất OK, pin dùng 1 ngày chưa hết
48% áy này ngon trong tầm giá, mấy chạy rất OK, pin dùng 1 ngày chưa hết
48% ",5/5
"Sản phẩm sài mượt, pin sài lâu, đc androi 10, cho 5 sao , chỉ cho các bác cách cài app, lên google tải aurora store đăng nhập bằng vô danh là đầy đủ ứng dụng vì nó lấy ứng dụng của ch play qua, muốn thêm thì cài thêm apkpure, còn youtube thì tải youtube vanced ko có quảng cáo, còn ko biết nhờ nhân viên kĩ thuật cài cho.",5/5
"Máy này ngon trong tầm giá, mấy chạy rất OK, pin dùng 1 ngày chưa hết
48% áy này ngon trong tầm giá, mấy chạy rất OK, pin dùng 1 ngày chưa hết
48% ",5/5
"Máy lướt web fabook mượt, wifi bắt củng ổn không như ae cmt. Màn hình hơi rổ tí không đc đẹp mắt, chắc do tấm nền TFT. Điều mà mình không ưng ý là nhân viên dán màn hình quá tệ, dán cắt phạm vào viền màn hình. Về nhà xem kỉ mới biết, nên thôi kệ chấp nhận. Mình mua ở TGDD P5 Bến Tre ",3/5
"Màn hình to,âm thanh ấm và lớn ,pin lâu máy khá mạnh trong tầm giá..thích hợp xem phim và chơi game vừa..liên quân bật cấu hình trung bình chơi vẫn rất mượt",5/5
"Hình như nhà sản xuất lừa người thì phải
Ghi là 5100mlh mà pin nhanh hết lằm kìa
2 gb mà như 1 ấy
Còn những phần còn lain đều ổn",3/5
"SP tốt, Pin xài nhiều khoảng 2 ngày hơn. Còn thường thì hơn 3 ngày mới hết pin. Xài nhìn sang chảnh phải biết :)))",5/5
Sản phẩm tốt xài ngon lành pin xài 3 ngay mới hết nghe gởi ok nhân viên từ vấn đề thường,5/5
pin lâu không bạn??? mình chủ yếu chơi game!,0/5
"choi game liên tục được 1h 30, độ sáng 80%!",0/5
Máy quá tuyêt. Khởi động nhanh. Giao diện thân thiện dễ dùng. Bàn phím êm. Tuochpad lớn dễ dùng,5/5
"mỏng, đẹp sài tốt, mượt nhưng hơi khó sài hơn so với win. đáng giá tiền bỏ ra mua",5/5
gia wa chat so voi cau hinh  neu 16 cu thi vua dc cai thiet ke la dep ,0/5
chắc chắn là 0 mượt rồi với mức giá của nó tầm 2 năm còn hơn xí thì 3 năm là hết lỗi máy sẽ từ từ hiện liên như núi ,0/5
"Sản phẩm nhỏ gọn, vừa cầm tay, những phần lượt cảm ứng k dc nhảy cho làm, nút bấm trở về thao tác chậm, mấy đang hoạt động thì tự nhiên tật nguồn rồi lật lại từ mờ nguồn 2 3 lần trong ngay",3/5
Mua về cho con xem hoạt hình là mục đích chính. Phân khúc giá rẻ nhưng lại trên cả tuyệt vời pin bền sóng khỏe .chạy 3g mà yutube nét căng. Cảm ơn tgdd nhiều,4/5
"Máy tính bản sài tương đối ok, giá khá rẻ và phù hợp để giải trí nhẹ, thiết kế đẹp với phân khúc tầm thấp, mình rất thích máy sài cũng rát bền.",5/5
"SP thiết kế đẹp mỏng nhẹ nhỏ gọn, dễ cầm tay khi sử dụng, giá thành lại rẻ phù hợp cho mọi đối tượng, màu sắc thì rõ, bắt mắt, lướt web cũng nhanh nữa",5/5
"Đã mua và sử dụng máy này, máy xài cũng rất tốt lướt cũng mượt,pin thì hơi mau hết ngưng cũng không đến nỗi,",5/5
"Máy thiết kế đẹp , pin trâu , loa to , màn hình hiển thị tốt không bị vỡ hột , được tặng bao da nên cũng k phải mua thêm , nhân viên phục vụ tận tình ",5/5
"Máy tốt trong tầm giá. Chơi được mấy game nhẹ, lướt web khá, màn hình rõ khá sắc nét, nhân viên nhiệt tình.",5/5
"Sài khoảng 1/2 tháng tôi có đánh giá sau: Pin tốt, thao tác trên màn hình máy xử lý chậm nhưng khi vào chương trình thì máy chạy rất mượt (chắc do tôi sử dụng gần hết bộ nhớ của máy). Game tốt (liên quan), nói chung tất cả đều ổn chỉ có việc là không chuyển apps sang sd card được nên chẳng cài được bao nhiêu chương trình. Tầm giá này thì OK.",4/5
"Tôi là người đã từng dùng nhiều máy tính bảng, nhận xét rằng khi đã sử dụng 2 máy của Huawei là dòng mediapad này dù là bảng 9.6 inh và bảng 8 inh này đều tuyệt vời, máy rất tốt trong tầm giá,khá là mượt mà và ít lag chắc là do dùng chíp Qualcomm,mọi người nên mua nhé,2 máy đều tốt, xài ổn lâu dài,tôi đã mua máy 9.6 inh rất hài lòng, nên giờ mua thêm con 8 inh,bởi vậy,ko nên quá tin tưởng vào quảng cáo, mà hãy tin vào trải nghiệm. Thank ",5/5
"Minh đang xem  và phân vâng để mua 1 may cho mẹ mình, đọc comment cua bạn minh thấy an tâm hơn, cam on ban Tran Quoc Bao nhe!",0/5
"Máy ngon trong tầm giá. Pin trâu. Dùng lướt face, xem phim, youtube đọc truyện quá ổn. 
Nhược điểm là sạc lâu.",5/5
"Máy này ngon trong tầm giá, mấy chạy rất mát mẻ, mọi người cho hỏi cài zalo như thế nào
",5/5
"Không biết cài tin nhắn như thế nào luôn, Add giúp với nhé",0/5
"Chào quý khách, Thế giới di động sẽ liên hệ hướng dẫn, khắc phục lỗi sản phẩm. Cảm ơn quý khách.",0/5
"Mình cg đồng ý và tán thành vs bạn. Mua máy 3 lần ở đây rồi sau nhân viên hỏi có dán Miếng Dán Màn Hình ko? Thì mình đ/ý. Nếu nhân v ko có sẵn miếng dán cho máy thì tự nhân viên dán một lớp li lông mỏng lên rồi cắt. Và cứ thế cả 3 máy tôi đều bị cắt luôn cả viền và mặt lưng luôn. Lúc đó cứ vô tư tưởng ko sao, về nhà dùng quay 360° mới thấy cái nào cg bị (tiền mất, tật mang😢😭😭😡)Nghĩ lại mới tức, muốn bắt đền mà chẳng đc, mà muốn sửa cg chẳng chỗ nào sửa 😭😭😭😭😭😭😭😭😭",0/5
Tgdd nên tuyển ng chuyên nghiệp dán . Tui mua mấy cái cắt phạm của ngta ht đành chịu chứ hk bít nói vs ai,0/5
TGDD đã hổ trợ đổi mới cho mình rồi ạ. Mãi yêu TGDD 😘,0/5
"Tham khảo nhiều bình luận nhận xét nhưng không nghĩ là tới mức như này. Phải công nhận là con máy này bắt wifi cực chậm. 
Còn pin, loa và độ phân giải màn hình thì tạm đc ( tiền nào của đấy thôi)
",3/5
"Sau nửa năm sử dụng, phục vụ các tác vụ như lướt web, xem phim, chơi các game nhẹ thì sản phẩm vẫn rất làm tôi hài lòng, để áp dụng vào công việc thì tôi biến nó thành màn hình phụ rất hữu dụng",4/5
"Lần đầu mua tablet tầm giá này rất ưng ý 
Nhân viên tư vấn nhiệt tình 
Máy đẹp sài khá ok dc tặng tai phone đẹp 
Loa máy hơi nhỏ 
Tôi cho 5 sao cám ơn điện máy xanh",5/5
Tiếc là loa ngoài nhỏ quá. Còn lại thì ok. Không biết tại máy mình nhỏ hay dòng này loa ngoài đều nhỏ nữa. ,4/5
"Tầm giá này thì với các tác vụ cơ bản như Youtube,Web thì tạm ổn,màn hình không được đẹp cho lắm và khi xem Youtube thì hình đôi lúc không theo kịp với âm thanh,pin thì ở mức đủ dùng,được tặng tai nghe,bảo đã của hãng.Tóm lại,với tầm giá này thì không đòi hỏi gì hơn,tiền nào của đấy thôi,ai có nhu cầu cơ bản thì cứ mua mà dùng,hồi đầu có thể thấy chậm nhưng xài 1 thời gian sẽ quen!!!",5/5
