,Comment,Rating
1151,pin tệ,Normal
1152,máy mát nhanh rất nhẹ phù hợp với việc di chuyển nhiều bàn phím gõ khá ổn không có dãy số numlock viền màn hình mỏng nên rất sexy pin ổn máy khá đáng tiền trong tầm giá rất thích hợp cho hssv văn phòng cần máy mỏng nhẹ,Positive
1153,máy thật sự rất phù hợp trong phân khúc và đáng đồng tiên với những sinh viên như mình với thiết kế nhựa nhưng vô cùng sang trọng vô cùng cứng cáp máy nhỏ gọn vừa dùng và nhẹ tiện cho những người có nhu cầu đi lại máy có đầy đủ các cổng kết nối cần thiết mang màng hình 14inch nhỏ gọn màu sắc ảnh vô cùng trân thật xem phim tuyệt vời màn hình cạnh viền rất mỏng thời thượng còn có thêm chống loá nên ngồi dứ ánh đèn hay ngoài trời đều k ảnh hưởng gì tới tầm nhìn cả máy khi sử dụng không quá nóng rất ok hiệu năng thì chẳng bàn cải nửa rất tuyệt vời bản thân sinh viên ngành kinh tế nên việc sử dụng các ứng dụng microsoft zalo youtube hay mở nhiều tác vụ máy chạy rất mượt mà sd 8gb ram 512gb làm cho càng nhanh hơn tốc độ mở máy rất tuyệt vời chỉ tiếc là pin ngắn nhưng bù lại sạc nhanh cho máy nên chẳn còn là vấn đề gì cả âm thanh thì rất trung thực nghe rất tốt đều hơi nhỏ tóm lại ai muốn máy phổ thông thiết kế sang trọng hiệu năng tốt ram bộ nhớ ssd cao màn hình ngon thì e nó là sự lựa chọn rất là phù hợp,Positive
1154,laptop giá mềm mua cho con học là quá ưa tuyệt vời mình rất thích sản phẩm mà asus làm ra quá tuyệt nhân viên nhiệt tình sẽ ủng hộ tgdd và asus tiếp theo,Positive
1155,máy đẹp sang chảnh pin xài rất lâu màn hình hd nhưng vẫn rất đẹp không vấn đề gì,Positive
1156,máy đẹp sang chảnh pin xài rất lâu màn hình hd nhưng vẫn rất đẹp không vấn đề gì,Positive
1157,máy đẹp sang chảnh pin xài rất lâu màn hình hd nhưng vẫn rất đẹp không vấn đề gì,Positive
1158,máy này khởi động lên hay bị dump màn hình xanh hoặc trong lúc sử dụng màn hình mình ko được sắc nét nhìn kỹ chử sẽ bị nhoè tải driver của hãng về có thể khác phục được lỗi dump màn hình thì chịu nói chung ổn trong tầm giá,Normal
1159,máy mình mới mua chiều hôm 29 về sử dụng 2 ngày gọi video call thấy loa có vấn đề loa bị rè máy khá lag bình luận trên facebook 1 lúc thì phải nhấn 2 lần dấu cách nếu không thì chữsẽliềnnhaunhưvậynày việc này rất bất tiện và với giá gần 14tr thì quả thật là mình thấy không đáng không biết đem ra tiệm có được đổi máy khác không khi máy có vấn đề như vậy và có phải mất phí không vì đây là lỗi do máy tính,Negative
1160,máy có cài sẵn win bản quyền ko bạn với lại máy mình mua loa bị rè ko rõ tiếng,Normal
1161,mình mới mua máy hôm 24 9 mua về nhưng dùng máy hết pin rất nhanh dù mình đã sạc 8 tiếng mà máy chỉ dùng được trong hơn 1 h đồng hô,Positive
1162,pin sử dụng lâu sạc nhanh đẹp đeo êm tay và nhẹ đáng mua trong giá tiền này chỉ còn chờ tiếng việt nữa thôi,Positive
1163,con mi band 5 này pin dùng chỉ được 8 ngày là phải sạc mấy hôm nay sự liên kết giữa điện thoại và vòng đeo tay không liên kết được mình thử phải mấy trăm lần mà vẫn không được nên cũng có phần hơi bực chẳng hiểu nguyên nhân là tại đâu bluetooth thì ghép đôi được nhưng vẫn chưa tìm ra nguyên nhân để liên kết,Normal
1164,pin sạc chỉ dừng mức 89 dù cắm sạc tận 6h sài hao pin bà chị kêu ko dùng được tính năng theo dõi chu kỳ kinh nguyệt lý do bà ấy chọn em này ko có nfc cái này tgdđ nên rút kinh nghiệm khi đăng thông tin gây nhầm lẫn cho khách hàng vì chắc là phiên bản giá rẻ của tàu ko có tiếng việt hơi tiếc km 200k dùng qua app vnpay ko được triển khai tiếp nếu ko sẽ mua thêm nếu có phiên bản nfc,Normal
1165,hiệu năng tốt pin trâu thiết kế đẹp mắt bền nghe gọi tốt thêm khả năng kết nối với tất cả ứng dụng trên android nữa thì tuyệt,Positive
1166,chất pin trâu mọi chức năng tốt mở thêm mặt thì quá hài lòng còn bộ sưu tập thì không biết thêm như thế nào nhỉ,Positive
1167,mình lấy về hôm 29 10 bản dây nhựa xạc đầy 100 đến hôm nay 6 11 8 ngày rồi mà vẫn còn 21 pin rất trâu mình sài chủ yếu nhận thông báo qua zalo youtube mail xem giờ thỉnh thoảng nhận cuộc gọi và đàm thoại trực tiếp trên đồng hồ mỗi lần tập gym thì bật chế độ tập luyện lên khoảng 45 phút ngày,Positive
1168,pin trâu xài ok nghe gọi quá ổn và siêu đẹp có màn hình luôn hiển thị tặng 5 sao cho sản phẩm,Positive
1169,sản phẩm rất tốt sau 1 tháng sử dụng pin 3 ngày mới hết nhân viên tư vấn tốt phục vụ tận tình rất đáng giá tiền mua,Positive
1170,pin quá kém cả ngày không dùng đến vẫn phải sạc,Normal
1171,máy nói chung tạm ổn ngoài việc tản nhiệt khá nóng khi chơi game hoặc dùng tác vụ nặng ý kiến cá nhân máy dày hơn chút mà máy cứng cáp đỡ cho cái tản nhiệt bớt nóng thì ổn áp,Positive
1172,sau hơn một tháng sử dụng cảm nhận của mình về máy khá là tốt thiết kế đẹp phần mềm tốt chơi game ổn định màn mình và âm thanh đều cho chất lượng tốt nhân viên tgdđ hỗ trợ rất nhiệt tình máy tốt trong tầm giá và đáng mua cho các bạn sinh viên,Positive
1173,mới mua máy được 1 tháng 18 ngày máy bị lỗi touchpad không sử dụng được đem đi gửi bảo hành mới lấy máy về được vài ngày cũng chưa sử dụng gì nay cần mới mở máy ra lại lỗi touchpad không di chuyển được,Negative
1174,mới mua 1 tuần từ ngoại hình đến bên trong đều ok máy nhỏ nhẹ và khởi động nhanh,Positive
1175,ưu điểm máy này gọn nhẹ dễ di chuyển vì chỉ lớn hơn tờ a4 một chút thiết kế bên ngoài cứng cáp cùng màu bạc nhìn khá sang ổ cứng ssd 512gb cùng ram 8gb nên tốc độ mở máy rất nhanh mình chỉ xài các ứng dụng office chorme zalo nên không thấy hiện tượng trễ lag màn hình 14inch thêm độ phân giải full hd nên hình ảnh nịnh mắt đẹp chi tiết tốt máy cũng không quá nóng khi làm việc liên tục vì tản nhiệt để bên hông chứ không phải ngay chỗ màn hình vân tay mở khoá rất nhạy nhược điểm pin mau hết tầm khoảng 3 tiếng thôi được cái sạc cũng nhanh và lúc sạc thì máy cũng không bị nóng loa ngoài tương đối nhỏ không lớn như các dòng máy khác nếu trong môi trường đông đông người có thể nghe không rõ dù chất âm khá hay tóm lại bạn nào có nhu cầu máy nhỏ gọn để đi học mang theo làm việc bên ngoài thì đây là một sản phẩm đáng để mua,Positive
1176,sản phẩm dùng tác vụ văn phòng ok với core i5 ram8 nhưng chơi game nặng không được vì chỉ là card đồ họa tích hợp pin xài khá ok nói chung xài tác vụ văn phòng là quá ok,Positive
1177,máy mát nhanh rất nhẹ phù hợp với việc di chuyển nhiều bàn phím gõ khá ổn không có dãy số numlock viền màn hình mỏng nên rất sexy pin ổn máy khá đáng tiền trong tầm giá rất thích hợp cho hssv văn phòng cần máy mỏng nhẹ,Positive
1178,mình mới mua hôm nay về thiết kế thì rất đẹp và gọn gàng màn hình sắc nét và âm thanh nghe ổn nhưng bass ko mạnh lắm tầm giá này con này là thấy ổn lắm rồi với nó sở hữu độ bền chuẩn quân đội gì đó ko biết có chuẩn ko nữa kkkk,Positive
1179,máy chạy nhanh không nóng không ồn mình thấy thuộc loại tốt trong các sản phẩm cùng giá,Positive
1180,cũng tàm tạm,Normal
1181,máy rất mượt âm thanh trầm ấm sd autocad 2d mượt xùm phim 4k không bị load chậm hay lag nhưng khi mua nhớ kiểm tra cửa hàng microsoft store xem có tải ứng dụng được không chứ máy tôi bị lỗi,Positive
1182,lần đầu xài macbook phải nói là nhanh bất ngờ dù là dòng 2017 ai chưa xài qua chắc sẽ phải tập 1 xíu nhưng so với các máy cùng tầm giá của 2020 thì ok và nhanh hơn nhiều nhân viên tư vấn rất ok ngồi cài phần mền cho máy của mình mà cả cửa hàng ở lại gần 11h tối chờ mình ngại ghê,Positive
1183,cảm thấy quá ổn khi lần đầu dùng macbook và hệ điều hành macos tất cả mọi tác vụ văn phòng đều trơn tru ram 8g đủ và thậm chí dư để đa nhiệm,Positive
1184,máy mượt mỏng nhẹ thiết kế đẹp sang chảnh loa nghe ầm ầm mới mua lúc sáng pin hiện 52 mở youtobe từ 13h đến 18h mới hết pin,Positive
1185,em dùng sản phẩm này cũng gần 2 năm rồi máy dùng rất mượt,Positive
1186,khỏi phải bàn đó mua cái lenovo idealpad bên tiki 7 ngày lỗi điểm ảnh đổi lại lấy liền lần đầu tiên đụng đến hàng lenovo trong 7 ngày cũng có thể là lần cuối quyết định mua đồ apple quả thật k sai lầm tôi đã mua 1 tủ lạnh 1 macbook 1 máy điều hoà 2 nồi cơm điện tử 1 bếp hồng ngoại 1 điện thoại nhưng không có một chương trình nào cho khách hàng thân thiết để giữ chân khách hết vâỵ,Positive
1187,mới mua hôm 8 9 máy chạy nhanh cực chơi game oke ram 8gb nên xài vô tư mình k thích bàn phím lắm vì cảm giác hơi rục rịch màn hình chóng chói ok nhưng k thật lắm máy chạy không đã tốn hêt 3 2 ram dùng chế độ tiết kiệm pin thì xài khá lâu á nói chung là thích nên mua nhá,Positive
1188,tầm giá này thì khá ngon đấy nhưng còn máy nào ngon hơn nữa không thegioididong,Positive
1189,mua được 2 ngày trải nghiệm khá tốt pin khá ỗn không quan tâm nhiều đến pin hết thì sạc thôi mức giá khá ổn và sinh viên thanh toán vnpay được chiết khấu 20 quá tuyệt vời kết nối tốt với điện thoại đo giấc ngủ và nhịp tim khá ỗn nhược điểm lớn nhất là chưa có tiếng việt nếu không là 5 luôn hi vọng sẽ update tiếng việt trong thời gian tới,Positive
1190,không chính xác lắm,Positive
1191,mới xài máy được khoảng 2 ngày thấy rất ổn máy chạy ổn định khi sử dụng các tác vụ thông thường khởi động nhanh do xài ổ cứng ssd khá ổn cho công việc văn phòng không sử dụng nhiều phần mềm nặng,Positive
1192,bạn nào học tập và làm việc văn phòng mua máy này ngon mọi thứ đều ổn nhân viên tư vấn nhiệt tình,Positive
1193,vừa mới mua hôm qua sau khi dùng thì thấy pin yếu rất là nhanh hết pin còn lại thì okkk,Positive
1194,mình dùng được 2 tháng thấy máy chạy mượt nhanh nhẹ pin 2cells nên hơi yếu phù hợp với nhu cầu của học sinh sinh viên như mình,Positive
1195,nhân viên phục vụ chu đáo sản phẩm tốt rất thích mua ở thế giới di động mặc dù giá cao hơn chỗ khác,Positive
1196,sản phẩm tốt xa i rất tiện lợi nhân viên tư vấn nhiê t tình râ t hơp với giá tiền,Positive
1197,máy mua được 2 tháng hơn thì cảm nhận riêng của mình là máy sử dụng tấm nền ips hiển thị tốt cộng thêm card đồ họa rời mx250 sử dụng chip g nên sử dụng rất mượt mà các tác vụ như văn phòng đồ họa kĩ thuật đều rất ổn mua máy tgdđ cũng được hỗ trợ kĩ thuật rất nhiệt tình,Positive
1198,mới mua máy này cảm nhận đầu tiên khá tốt dáng đẹp thiết kế sang trọng chạy mượt mà nhưng chưa sử dụng nhiều tính năng nên ko thể đánh giá hết được điểm trừ là bản nề của máy khá yếu nên phải cẩn thận,Positive
1199,máy dùng rất tốt màn hình đẹp bàn phím cảm giác rất tốt loa nghe ổn hợp lí với tầm giá,Positive
1200,mọi thứ đều rất tốt mua máy gần được tháng này tại tgdd nhưng không hiểu sao chơi game tầm 30p hoặc là ps cũng tầm trên dưới 30p là máy rất nóng mặc dù khe tản nhiệt hoạt động rất mạnh có thể giải đáp thắc mắc giùm mình không,Positive
1201,máy bị lỗi phải 2 tuần mới đổi được máy mới chưa biết máy mới ra sao nhưng phải đánh 5 stars ngay cho sự nhiệt tình và chuyên nghiệp của các anh kĩ thuật viên điện máy xanh 7 9 nguyễn văn linh_ bigc long biên xin cảm ơn các anh nhiều,Positive
1202,máy nhẹ dễ mang đi thiết kế đẹp màn hình tạm ổn loa khá nhỏ pin không được trâu lắm mượt kh lag dù chạy nhiều cửa sổ máy kh nóng lúc sạc kh toả nhiệt nhiều khi sử dụng,Positive
1203,mua ở tgdd cũng gần nữa tháng máy vẫn rất bền pin ko được trâu nhưng được cái máy hoạt động rất nhanh có tản nhiệt nên không nóng máy lắm máy nhỏ gọn nên rất dễ mang đi xa coi phim thì khỏi chê rồi nói chung rất ok ae nên mua để học tập cũng như giải trí,Positive
1204,chạy chậm,Normal
1205,mượt mà nhanh chóng,Positive
1206,mua được 3 ngày máy đẹp ssd của wd chạy nhanh cũng kinh lắm cấu hình này thì game nhẹ hoặc anh em nào viết code cũng ok pin thì hơi chán tý máy mỏng nhẹ di chuyển thường xuyên khá là lý tưởng,Positive
1207,máy ok lắm ạ do đây là lần đầu em sài nên em hong biết sửa lỗi sao nữa anh chị giúp em với ạ,Positive
1208,máy ok,Positive
1209,mình mua máy được 2 tuần máy rất mượt khởi động nhanh hơn cả điện thoại kiểu dáng đẹp sang chảnh,Positive
1210,mình mới mua máy gần 1 tuần máy dùng mượt và thích lắm nhân viên tư vấn nhiệt tình,Positive
1211,mk mua được 1 tuần máy khởi động nhanh mượt kiểu dáng đẹp nhân viên tư vấn nhiệt tình,Positive
1212,ma y co thiê t kê đe p ma n hi nh ips go c nhi n rô ng khơ i đô ng nhanh co vân tay hơi tiê c la win 10 sl không co tiê ng viê t ma y hoa t đô ng ô n đi nh mươ t ma thơ i lươ ng pin ô n râ t đa ng tiê n,Positive
1213,sản phẩm tốt cấu hình mạnh máy chạy rất mượt mình đã mua và sử dụng đc 1 tuần máy ổn nhân viên hỗ trợ nhiệt tình,Positive
1214,máy xài rất tốt mở ứng dụng nhanh pin xài lâu nhưng ko đến 12 tiếng dùng quen thì thao tác rất nhanh nhờ những phím tắt,Positive
1215,ma y ma nh ngoa i sư c tươ ng tươ ng mi nh chi sa i cho viê c ho c tâ p văn pho ng lâu lâu chơi game nă ng ty nhưng sa i râ t ngon,Positive
1216,nhanh mượt tratpad đa điểm khá là êm pin rất là trâu sử dụng tác vụ văn phòng bình thường 2 3 ngày mới sạc greaf,Positive
1217,mua ở tgdd là yên tâm sử dụng vì được tư vấn vô cùng nhiệt tình máy dùng rất mượt mỏng nhẹ phù hợp với công việc văn phòng hàng ngày rate 5 stars,Positive
1218,máy dùng ổn nhưng loa quá nhỏ xem phim là không nghe được gì rõ,Negative
1219,máy dùng tốt nhân viên tư vấn nhiệt tình có điều máy nhanh hết pin có lẽ do pin lion2cell,Positive
1220,giá rẻ nên màn hình hơi tệ còn lại thì ổn với giá tầm này thì coi youtube và chơi taking my angela là ổn,Positive
1221,độ phân giải màn hình kém nhìn từ đã cảm thấy cha mắt chạy chậm sạc cực kỳ lâu mua chỉ để xem youtube facebook thôi nhưng độ hiển thị màn hình kém thật sự,Negative
1222,sản phẩm tuyệt vời không chê được nhưng giá 990k là không thể chấp nhận được cho 4 sao là hoàn toàn hợp lý,Positive
1223,sản phẩm tốt màn hình hơi chói chút còn lại thì ok rất phù hợp vs nhu cầu học tập của hs rất đáng mua,Positive
1224,cảm ơn nhiều mình nhận máy thấy bất ngờ vì máy rất đẹp nhanh và nhiều ưu đãi mình mua còn ko cần đến xem hàng nữa mà được chuyển tận nhà lúc đầu đọc bình luận trước thấy lo lắng nhưng khi nhận thì tuyệt voit đáng mua nhé các bạn,Positive
1225,ưng ý,Positive
1226,đã mua và bị lỗi thế giới di động mang đi bảo hành chứ không đổi trả gặp anh quản lý nói chiếc này không nghe gọi được xứng đáng anh cả của thế giới di động,Negative
1227,mình mua máy ngày 30 01 2020 cảm nhận sau 1 tuần sử dụng của mình như sau tấm nền ips hiển thị tốt màn hình 15 6 xem phim và hình ảnh cảm giác rất thích do có ổ cứng ssd 512gb nên máy khởi động rất nhanh dao động từ 3 7s mình mở photoshop cs6 chỉ khoảng 3 4s máy chạy nhanh mình chủ yếu dùng ps để vẽ được trang bị card rời nvidia geforce mx250 2gb nên trải nghiệm vẽ mượt không giật lag hay mất nét pin máy cũng khá ổn mình dùng photoshop và nghe nhạc tầm 1 tiếng 50 phút thì máy còn 33 loa nghe nhạc to và hay tuy nhiên khi nghe ở độ lớn 80 thì phần loa bên trái có tiếng rè rè nhẹ ban đầu mình nghĩ máy bị lỗi nhưng xem kĩ thì hình như do quạt tản nhiệt nằm bên trái gần phần loa nên mới nghe rè mình mở âm lượng ở mức 50 60 thì không rè rõ nữa loa phía bên phải thì vẫn trong trẻo các máy chạy hđh window 10 hình như đều bị nhòe chữ ở phần giữa màn hình í nếu chỉnh mức hiển thị 100 thì không nhòe nữa nhưng chữ nhỏ khó nhìn còn để mặc định ở 125 thì sẽ bị nhòe như cũ có 1 bất tiện đó là dây sạc của máy là ổ cắm 3 chui đây là cảm nhận 7 ngày sử dụng còn lâu dài có tốt hay không mình sẽ từ từ cảm nhận,Positive
1228,bước đầu thấy ưng nếu chỉ dùng văn phòng là ổn máy đẹp gọn nhẹ giá hợp với sản phẩm,Positive
1229,máy dùng rất tốt nhiệt độ tỏa ra ngoài k cao như mình tưởng nhưng hành trình các phím ở mức tạm vì đây là dòng máy giá rẻ máy này có nhược điểm là 2 phím mũi tên lên xuống khá gần nhau nên bấm rất dễ nhầm đây là 1 nhược điểm hp cần phải khắc phục ưu điểm của máy này là màn hình nhỏ gọn 14 inch dễ dàng di chuyển mình đã mang máy đi rất nhiều nơi và mình cảm thấy máy rất gọn nhẹ pin máy dùng rất ổn theo mình cảm nhận máy dùng bình thường khoảng 2 4 h đồng hồ máy nóng nhất là ở khe tản nhiệt và phần loa thì cũng khá nóng màn hình full hd dùng rất tốt màu sắc tái tạo rất tươi cpu i3 8130u cho trải nghiệm dùng rất tốt chạy các phần mềm film ở mức cơ bản khá giật lag nên máy này chỉ thích hợp để làm văn phòng và photoshop ở mức cơ bản về phần loa là mình thấy tệ nhất bởi vì loa chỉ có 10w nên chất lượng không được tốt lắm ở nhà thì loa dùng rất ổn âm thanh trong không bị rè tái tạo âm thanh ở mức ổn pin sạc khoảng 2 3 h là sẽ đầy đó là quan điểm của mình các bạn có thể cân nhắc trước khi mua để có thể chọn được máy có cấu hình tuyêt vời hơn,Positive
1230,mình test video 4k quá mượt luôn các bạn ạ mẫu này màn hình đẹp cấu hình cao mà giá sinh viên nữa ạ,Positive
1231,sản phẩm rất tốt cấu hình mạnh trong tầm giá nhân viên tư vấn rất nhiệt tình,Positive
1232,mới lấy tại đmx máy mượt mà ổn định mình ko biết cách cài vân tay nhân viên hướng dẫn mình cái,Positive
1233,mỏng nhỏ nhẹ sang trọng,Positive
1234,pin dùng lâu nhẹ cấu hình dư sức cho dân văn phòng và chơi game đa nhiệm rất tốt thao tác toudpad dể dàng,Positive
1235,máy chạy mạnh chơi lmht khỏi chê thiết kế đẹp gọn nhẹ pin dùng cả ngày không hết,Positive
1236,thiê t kê go n đe p va sang tro ng pin du ng râ t la lâu va tiê n lơ i khi di chuyê n thêm cu ng vơ i thương hiê u la m em râ t ha i lo ng vê sa n phâ m gia tha nh bo ra qua xư ng đa ng luôn a,Positive
1237,sản phẩm rất tốt xứng đáng đồng tiền bát gạo bỏ ra thương hiệu apple sài rất sang chảnh bảo hành toàn cầu điện máy xanh hàng hoá chính hãng chất lượng nhân viên lịch sự nhiệt tình và dễ thương,Positive
1238,mình mới mua được vài bữa một ngày máy nó kêu cập nhật hệ thống 5_6 lần rồi còn lenovo thời tiết nữa,Positive
1239,mua giá rẻ nên chất lượng bằng tiền nhưng ngoài chất lượng màn hình ra thì mọi thứ đều ổn mình khá hài lòng cho shop 5 sao,Positive
1240,ma ng hi nh va ca c icon kha xâ u cha y android go nên no châ m châ m rê rê sa i cu ng ta m,Positive
1241,giá rẻ nên màn hình hơi tệ còn lại thì ổn với giá tầm này thì coi youtube và chơi taking my angela là ổn,Positive
1242,ma y mua vê chơi kha tô t game aog lâu lâu giâ t lag ty va 1 va i game kha c lươ t web va facebook ô n co điê u chi xem đươ c youtube ơ mư c châ t lươ ng 480,Positive
1243,máy giá rẻ chạy android go mượt mà mua về xem phim facebook duyệt web khá ổn nhân viên điện máy xanh núi đèo thủy nguyên nhiệt tình,Positive
1244,đang vào xem điện thoại thì nhớ ra tiện vào xem con lenovo mình mua giờ bao xèng trước hơn 11 củ giờ còn hơn 9 củ mua cũng được mấy tháng rồi nên cho nhận xét như sau sinh viên nên dùng máy này nếu ko chơi game chơi game thì hại máy lắm mau nóng mong hết pin cái di chuột máy ngón tay ý gọi là track pad thì phải cái này ko nhạy lắm nhưng mà mình toàn dùng chuột nên cũng ko để ý lắm màn hình thì phải nhìn đúng góc lệch 1 tý thì nhìn xấu luôn đen ngòm mở máy tắt máy vô cùng nhanh chắc chưa đến 10 giây nói chung chớp mắt 1 cái là đã thấy mở máy hoặc tắt máy rồi à còn 1 vấn đề về wifi nữa mình cũng ko hiểu vì sao hình như máy này hơi có vấn đề về bắt wifi dùng 10 lần thì có 1 lần ko bắt đc wifi của nhà lại phải bắt trộm wifi của hàng xóm nói chung vẫn dùng được và vì lười nên ko mang ra thế giới di động nhờ xem lại phần mềm tổng kết lại máy dùng rất tốt giá lại khá rẻ phù hợp cho sinh viên học tập nhân viên nghèo làm việc như mình ko phù hợp với người mua về để chơi game chỉ có 1 số khuyết điểm về màn hình phải nhìn đúng góc track pad ko nhạy mình toàn dùng chuột ngoài nên ko vấn đề pin yếu mình toàn cắm sạc mọi lúc nên cũng ko vấn đề wifi ko nhạy nói chung ko giải thích nổi phải dùng mới hiểu bắt thì vấn bắt được nhưng thi thoảng bị out ra tỷ lệ khoảng 2 rất ít nếu cho chọn lại thì mình vẫn mua vì chíp mới máy nhanh giá rẻ lại còn trả góp phù hợp với mình,Positive
1245,máy sài tốt ok thích hợp cho hs nv nhưng pin hơi nhanh hết với lâu lâu phím ko bấm đc,Positive
1246,mới xài máy được khoảng 2 ngày thấy rất ổn máy chạy ổn định khi sử dụng các tác vụ thông thường khởi động nhanh do xài ổ cứng ssd khá ổn cho công việc văn phòng không sử dụng nhiều phần mềm nặng,Positive
1247,mình mới dùng máy được 1 2 ngày thấy ổn vì có ổ cứng ssd nên máy chạy rất mượt thích hợp dùng cho dân văn phòng mở được nhiều tab lắp thêm ổ cứng hdd nữa là được pin thì mình dùng vừa đủ ánh sáng dùng được 3 3 5h,Positive
1248,sản phẩm dùng tốt đeo lên tay vừa êm ko bị cấn nhưng sao bộ nhớ 8g sao trên đồng hồ báo dung lượng 4g nhỉ,Positive
1249,dùng trải nghiệm cũng thấy ok pin khỏe 3 ngày không cần sạc giá cũng hợp lý nói chung là tốt,Positive
1250,sài dể bị lổi bảo hành thì cả tháng mak không biết sài đc bao lâu lại bị chất lượng bảo hành thì quá kém,Negative
1251,sau 1 tuần sử dụng máy khởi động và tắt rất nhanh chỉ tầm 3 5s mở các ứng dụng cũng rất mượt mà ram lớn chip thế hệ 10th mới nhất ssd nhanh nên chưa bao giờ thấy hiện tượng đứng máy dù lúc đầu hơi chậm do máy update windows 10 nhưng sau 2 3 ngày thì rất ổn định nói chung là hoàn hảo trong tầm giá,Positive
1252,sản phẩm ok bạn nào đang học online hoặc tin học cấp 2 3 mà mua máy này rất ok,Positive
1253,tại sao máy vào fb youtube bình thường nhưng truy cập các trang như garena thì lại báo lỗi như này ạ,Positive
1254,máy tốt mỏng nhẹ xài ổn trong tầm giá nhân viên tư vấn nhiệt tình rất ưng máy không nóng lắm khi dùng,Positive
1255,mình mua máy cũng hơn 3 tháng sử dụng máy rất ok màn hình tốt hoạt động mượt mà loa và pin đều khá tốt đặc biệt là kiểu dáng sang trọng nó đáp ứng khá nhiều tác vụ cơ bản cho văn phòng và học tập cảm thấy mua được nó quả là đáng đồng tiền bát gạo,Positive
1256,ban đầu mình thấy máy rất ok nhỏ gọn đẹp mượt mạnh nói chung rất là hài lòng nhưng khi mình phải down 1 số tài liệu thì một đống lỗi vặt xuất hiện tuy là chỉnh lại được nhưng một lúc lại nữa lỗi nhỏ nhưng rất phiền mình down xong thì bị cái lỗi khác tuy qtv đã hướng dẫn và sửa được nhưng lúc khởi động lại bị nữa lại phải sửa nữa bên cạnh đó thì pin sạc nhanh mà hết cũng nhanh nữa,Negative
1257,bề ngoài tuyệt vời vói thiết kế mỏng nhẹ màu sắc ưa nhìn pin trâu lướt web mượt mà,Positive
1258,apple macbook air mqd32sa a i5 8gb 128gb 13 3 silver cả về thiết kế và tính năng đều cực kì oke tôi cảm ơn đmx đã tư vấn cho tôi nếu ko có các bạn tư vấn chắc tôi đã mua laptop dell hiện tại dùng sp này tôi cực kì hài lòng,Positive
1259,sản phẩm tuyệt vời sang trọng pin rất lâu nhanh mượt dùng cho mục đích văn phòng là hết sảy,Positive
1260,thiết kế nhỏ gọn tinh tế sang trọng cấu hình ok chạy rất mượt và nhanh cảm ứng nhạy chưa bao giờ thất vọng về dòng này,Positive
1261,laptop apple macbook air sử dụng rất mượt mà và nhanh cảm ứng rất linh hoạt dễ dàng lướt di chuyển qua từng tab khác nhau mà không cần xài tới chuột macbook nhẹ nhỏ gon cầm rất sang trọng và dễ dàng đem đi di chuyển khắp mọi nơi cần xài thêm microsoft office để dễ dàng cho ai muốn sử dụng phần mềm văn phòng,Positive
1262,laptop apple macbook air mqd32sa a i5 1 8ghz 2017 sản phẩm tuyệt vời rất nhanh và sử dụng rat tốt,Positive
1263,máy có 1 4 triệu mà bắt wifi còn tốt hơn máy tính bảng 3 triệu tốt vượt cả mong đợi của khách hàng cho 5 sao vì hàng giá rẻ chất lượng cao,Positive
1264,mới mua cũng chưa dùng nhiều nhưng nói chung với mức giá thế này cũng không đòi hỏi cao cảm ứng hơi giật màn hình cũng không đẹp lắm vỏ máy hơi bị vênh nhưng vì nhân viên bảo hầu như là bị như vậy nên bỏ qua,Normal
1265,tầm giá này thì với các tác vụ cơ bản như youtube web thì tạm ổn màn hình không được đẹp cho lắm và khi xem youtube thì hình đôi lúc không theo kịp với âm thanh tóm lại với tầm giá này thì không đòi hỏi gì hơn tiền nào của đấy thôi,Positive
1266,máy phục vụ nhu cầu cơ bản như xem phim lướt web tốt phụ kiện lúc nhận máy đem về nhà thiếu củ sạc chỉ có dây sạc cáp otg và ốp lưng sáng nay ra nhờ hướng dẫn kỹ thuật nạy sim bị kẹt trong máy tính bảng mới mua và cài sin dùm luôn nhưng chỉ nạy sim ra chứ không nhận hỗ trợ lắp sim vì lý do đó mình chỉ cho 4 sao thôi,Positive
1267,mới lấy về được vài hôm phần thiết kế đẹp bắt sống wf mạnh còn phần xem video kg được sắc nét cho làm còn phần nv từ văn bản hàng rất nhiệt tình và thân thiện tâm già mobell tab 8a 2 390 000d sai ok còn thời giăng thì tutu mới đánh giá sản phẩm tốt hay kg chục tgdd ngay càg phát chuyện tốt có nhiều sản phẩm mới để mn cùng thăm khâm và chọn sản phẩm để mua,Positive
1268,sản phẩm kém chất lượng,Negative
1269,chất lượng tốt hình thức đẹp mỗi tội mau hết pin với kết nối app nó bị lang quá,Positive
1270,nhanh hết bin dùng như kiểu đồ chơi trẻ con nói tóm lại dùng đồng hồ truyền thống thấy thích hơn,Negative
1271,ngày đầu tiên sử dụng cảm thấy máy không mượt lắm chạy còn lag cũng như đơ chuột về mặt âm thanh và hình ảnh cũng như là khởi động máy thì ok nhưng mà máy mới mua chạy không mượt thì khá thất vọng,Negative
1272,máy mình mua cũng được tầm 4 tháng máy chạy rất mượt chất lượng hình ảnh và âm thanh cũng oki có điều mình tiếc là không cài được ngôn ngữ tiếng việt cho máy này,Positive
